pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	17463
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	15976
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	57916
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	26399
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	17970
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	11773
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	26417
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	114143
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	19340
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	11783
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	64654
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	66222
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	20409
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	15461
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	20932
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	77559
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	68729
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	14569
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	22164
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	56378
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	12491
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	11881
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	231863
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	26932
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	16453
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	72349
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	54672
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	69010
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	245828
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	26440
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	12449
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	16571
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	71665
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	241633
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	69550
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	12804
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	22319
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	14588
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	230654
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	19128
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	15926
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	18453
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	20619
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	16332
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	223864
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	18813
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	57437
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	26444
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	20334
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	93765
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	14590
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	22193
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	52440
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	16423
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	16579
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	102626
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	23988
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	19179
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	26409
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	228769
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	16568
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	14667
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	83490
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	26445
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	16154
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	117149
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	50917
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	22200
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	71966
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	11651
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	383619
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	68097
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	67845
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	57296
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	11821
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	13010
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	21950
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	19170
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	20663
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	73690
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	12238
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	63986
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	109270
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	108960
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	109754
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	12315
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	19822
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	223978
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	12363
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	102595
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	16784
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	70686
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	104184
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	69379
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	20333
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	22195
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	67151
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	11571
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	67512
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	240354
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	13034
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	13030
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	170823
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	12519
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	12362
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	69189
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	71819
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	11984
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	16179
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	14387
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	233046
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	21355
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	21941
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	12091
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	68628
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	110173
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	12182
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	50762
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	22637
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	26442
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	22320
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	76763
Immune System	0.001072961373390558	0.0291934955800502	0.2924418834978364	1.5558191563898816	0	1028	19177
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0016260162601626016	0.0291934955800502	0.5340618006963939	1.9503869029658587	0	44	80876
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0016260162601626016	0.0291934955800502	0.5340618006963939	1.9503869029658587	0	44	16641
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0016260162601626016	0.0291934955800502	0.5340618006963939	1.9503869029658587	0	44	16643
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0016260162601626016	0.0291934955800502	0.5340618006963939	1.9503869029658587	0	44	66141
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0016260162601626016	0.0291934955800502	0.5340618006963939	1.9503869029658587	0	44	68713
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0016260162601626016	0.0291934955800502	0.5340618006963939	1.9503869029658587	0	44	12520
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0016260162601626016	0.0291934955800502	0.5340618006963939	1.9503869029658587	0	44	16412
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0016260162601626016	0.0291934955800502	0.5340618006963939	1.9503869029658587	0	44	75345
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0016260162601626016	0.0291934955800502	0.5340618006963939	1.9503869029658587	0	44	27007
Interleukin-6 signaling	0.002070393374741201	0.03184523809523809	-0.8273753656766866	-2.048385654028951	0	8	16194
Interleukin-6 signaling	0.002070393374741201	0.03184523809523809	-0.8273753656766866	-2.048385654028951	0	8	16195
Interleukin-6 signaling	0.002070393374741201	0.03184523809523809	-0.8273753656766866	-2.048385654028951	0	8	12402
Interleukin-6 signaling	0.002070393374741201	0.03184523809523809	-0.8273753656766866	-2.048385654028951	0	8	16452
Interleukin-6 signaling	0.002070393374741201	0.03184523809523809	-0.8273753656766866	-2.048385654028951	0	8	54721
Interleukin-6 signaling	0.002070393374741201	0.03184523809523809	-0.8273753656766866	-2.048385654028951	0	8	20848
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	11676
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	21991
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	12495
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	15366
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	93692
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	58250
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	12505
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20250
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	16592
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	22271
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20527
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	21877
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	110196
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	11363
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	13121
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	18648
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	15442
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	110095
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	269378
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14873
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	50784
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20133
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	12215
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20135
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14866
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	17118
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	269941
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	22436
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	15277
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	18655
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14635
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	18746
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	12494
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	70025
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	12709
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	381101
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	110074
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	18105
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	71720
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	13244
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	234779
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	18263
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14187
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	170459
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20525
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	56421
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	71207
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	68041
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	226856
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	18950
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	11639
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	211666
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20597
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	27357
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	11565
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	18102
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	22166
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	72157
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	74185
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20775
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	110460
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	68262
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	208715
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	114663
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14137
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	27053
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	74114
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	50790
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20322
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20501
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14433
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	76238
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	11674
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	116914
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14696
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	66171
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	17164
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	28169
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	207777
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14702
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	15357
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	13361
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	105501
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	66885
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	52123
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	13167
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	216739
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	56454
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	66054
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	235293
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	18141
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	223921
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	66447
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	18641
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	72787
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	80914
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14782
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20443
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	16987
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	26384
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14700
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	18408
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14733
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	27384
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20249
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14385
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	16828
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	20788
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	66234
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	170439
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	110208
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	68198
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14466
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	110826
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	22117
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	19341
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	622402
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	19249
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	230075
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	12041
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	319554
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	66350
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	66377
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	15452
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	26912
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	11886
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	13358
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	56375
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14682
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	53893
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	110695
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	59027
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	239393
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	14297
Metabolism	0.0010706638115631692	0.0291934955800502	0.35750314155309915	1.9035943215308195	0	1054	12716
